51c0b8a1	applied	2026-09-11	habits.md: split the two directives out of the mid-line position inside the honest-caveat bullet into their own bullet; no rule shortened	/home/me/.claude/memory/personality/habits.md	Skip anything derivable from code/git history, or that only matters to the
4331ce50	applied	2026-09-11	practices.md design-docs bullet reduced to a pointer at tone.md '## Design & spec documents'; carried its two unique keeps (gotchas, the estimate) into tone.md FIRST and verified at tone.md:130 before cutting. Deleted lines matched the bullet exactly	/home/me/.claude/memory/personality/practices.md	voice rules live in `tone.md`
1ab6ee45	applied	2026-09-11	global.md: 'desktop is the only platform: windows member' (g15 is debian since 2026-09-07) in the /ship dispatch bullet, and the login-shell bullet now says Debian/Ubuntu members fish, desktop PowerShell. Verified against fleet.json. Net +368 B, not the item's -404 — kept the distro-rename parenthetical	/home/me/.claude/memory/global.md	is the only
4e3d386c	applied	2026-09-11	global.md: un-inverted the ssh_accounts arms — hub has NO GitHub block (linux.sh:116-118 omits it deliberately), latitude/g15 on tier profiles DO wire it; dropped the deleted modules/home/ssh.nix citation	/home/me/.claude/memory/global.md	hub` profile omits `ssh_accounts` deliberately
f76e1f4f	applied	2026-09-11	demoted the whole 10.2 KB kb-refresh/fleet-gather.sh section from global.md into machines/project.md (new indexed section + pointer from the existing kb-refresh block); 0 of its 141 lines pre-existed there. global.md keeps a 4-bullet Cross-machine memory writes incl. the WSL self-exclusion. global.md -9104 B	/home/me/.claude/memory/global.md	## Cross-machine memory writes
f6378ffc	applied	2026-09-11	demoted both parts (the air-missing-from-block story and the ssh-wsl.sh internals) into machines/project.md; global.md keeps the portable 're-render after a membership change' rule and the two-failure-mode tell. -1530 B	/home/me/.claude/memory/global.md	a stale host key's
63744b6f	applied	2026-09-11	global.md: .lan bullet compressed to the FQDN habit + error triage, now records that the d7427db renderer fix shipped; mechanism points at project.md. -335 B	/home/me/.claude/memory/global.md	Fixed at the renderer in `d7427db`
2ae4f3c7	applied	2026-09-11	deleted the redundant gh pr edit block (subset of the survivor, which also covers --add-label and the REST label route). NOTE: a THIRD copy exists at global.md 'Git & bash footguns' that the item did not know about — see the follow-up item	/home/me/.claude/memory/global.md	labels: `gh api -X POST
a63108e2	applied	2026-09-11	global.md: replaced the 'I can run just switch / nixos-rebuild, passwordless sudo granted' bullet with 'passwordless sudo is per-box, probe it'; g15 re-probed 2026-09-11 (interactive authentication is required). -751 B	/home/me/.claude/memory/global.md	Passwordless sudo is per-box, not a fleet property
a7c6071a	applied	2026-09-11	global.md: Orca no_new_privs is version-dependent, not universal — reproduced live this session inside an Orca pane (NoNewPrivs: 0, uid_map 0 0 4294967295). uid_map detection recipe kept	/home/me/.claude/memory/global.md	Privilege escalation inside Orca is version-dependent
d402ad05	applied	2026-09-11	third copy of the gh pr edit Projects-classic failure, found while applying 2ae4f3c7 and not in the queue: carried its two unique facts (org-wide across backend-api + claude-plugins; the -f title field) into the survivor at 'gh CLI gotchas', verified, then cut it. One copy left	/home/me/.claude/memory/global.md	org-wide on `thepureapp`
ead9806c	applied	2026-09-11	global.md: gortex state dir is not per-OS — ~/.gortex consolidated layout observed on Linux (g15, 2026-09-11, all three XDG paths absent) as well as macOS; both layouts now listed	/home/me/.claude/memory/global.md	The state dir is not reliably per-OS
dda53e2b	applied	2026-09-11	global.md: merged two bullets that contradicted each other on whether lsp-pyright is the real Python resolver; kept the probe recipe and the 1535/1535 measurement, dropped the v0.56.0 lineage prose. 1207 -> 542 B	/home/me/.claude/memory/global.md	Which provider actually
3093b89c	applied	2026-09-11	global.md: merged the two opposing worktree-indexing rules into one keyed on ephemeral-vs-long-lived; kept the 1.0s/816-node measurement; conflicts-with marker removed with provenance preserved inline. 1829 -> 1090 B	/home/me/.claude/memory/global.md	the axis is ephemeral vs long-lived
f7feaff8	applied	2026-09-11	global.md: '## Home-Manager & bootstrap gotchas' -> '## Profile bootstrap gotchas'; dropped checkLinkTargets/re-switch (no Nix host since 2026-08-01), kept the live worktree-symlink rule. 570 -> 349 B	/home/me/.claude/memory/global.md	## Profile bootstrap gotchas
758e584a	applied	2026-09-11	global.md: '## NixOS + git gotchas' -> '## Root-vs-user git, and watching a repo for pulls'; both bullets kept and de-Nix-framed (libgit2 error 7 + the .git/logs/HEAD inotify rule are not Nix-specific). Grew 1143 -> ~1279 B on purpose	/home/me/.claude/memory/global.md	## Root-vs-user git, and watching a repo for pulls
62114b43	applied	2026-09-11	demoted the two dotfiles-bare-repo mechanics (:(top) pathspec resolution, rm -rf under $HOME deleting a tracked project.md) from global.md into ~/CLAUDE.md as '## Two ways the bare repo bites silently', placed after '## The sync timer'; src: airdrome provenance kept. Carried and verified before cutting. -2081 B in global.md	/home/me/CLAUDE.md	## Two ways the bare repo bites silently
45bacf24	applied	2026-09-11	global.md: moved the WSL sudo/tty bullet out from under the docker-disk heading to '## Windows & WSL scripting footguns' (now line 961). Exactly one copy in the file; net 0 bytes, placement only	/home/me/.claude/memory/global.md	is the way to get root, and it needs no password
bf5d7852	applied	2026-09-11	project.md Fleet network, 3 parts: corrected the false 'orca-serve.sh is gone' claim (it ships and must not autostart where Orca is native); repointed the two-implementations SSH rule at Render-FleetSshConfig and deleted the ssh.nix materialize bullet; stub-role list now names PLANNED_ROLES and the --apply guard	/home/me/machines/.claude/memory/project.md	provision/orca-serve.sh` is NOT gone
5980c12b	applied	2026-09-11	project.md Repo tooling, 3 parts: cut 3.7 KB of orca-profile-*.sh prose (0 scripts on disk, no ~/.claude-profiles), the .nix-era updaters, and re-derived the kb-refresh Windows arm against the block as it now stands. TWO things beyond the item: the surviving 'Never bootstrap an Orca account dir' bullet still said bootstrap REDIRECTS to the mirror — it exits 3 (bootstrap.sh:152), fixed; and the dead _check-machines-link guard bullet was cut too (0 hits in justfile)	/home/me/machines/.claude/memory/project.md	bootstrap **REFUSES** an Orca account dir
51850c83	applied	2026-09-11	project.md: deleted the pylspFixOverlay/flake.nix follow-up — flake.nix and every overlay went with the NixOS tree, so nothing can ever act on it. -615 B	/home/me/machines/.claude/memory/project.md	Fleet migration 2026-07
cad90941	applied	2026-09-11	project.md: deleted 'the installed charge-upto is still the buggy copy' — the privileged run happened (installed 2026-09-11 00:54, charge_mode present at :46 and :101)	/home/me/machines/.claude/memory/project.md	Replaced by a guarded `charge_mode()` helper.
507991fd	applied	2026-09-11	project.md SSH key hygiene: dropped 18 lines of line-number forensics into backup.ps1/restore.ps1 (both deleted 2026-07-31, 1080828); kept why key backup is unnecessary and the full never-again capture list, email advice included. 1477 -> ~890 B	/home/me/machines/.claude/memory/project.md	What a replacement script must NOT
33fcd037	applied	2026-09-11	project.md: cut the 2026-08-01 disk inventory that duplicates disks.latitude5520.conf and was wrong on four counts by 2026-09-10; kept the bay-naming mechanism and added 'do not copy it back into this file'	/home/me/machines/.claude/memory/project.md	lives in `disks.latitude5520.conf` itself and is re-measured there
452333da	applied	2026-09-11	project.md Fleet network, 3 contradiction pairs: g15 is me@g15.gg.ez not methe@; the dead 'two separate LANs, DERP expected and accepted' finding replaced with the 2026-09-07 one-LAN measurement; machines/vps boundary corrected (backup profiles here since 2026-09-01, Forgejo wiped, no NixOS)	/home/me/machines/.claude/memory/project.md	reach it as `me@g15.gg.ez`
51df5bf5	applied	2026-09-11	project.md Backups: dock A/B were swapped against disks.latitude5520.conf at THREE sites, not the two the item named — L848 pair, the 'worst offender' port, and the by-id bullet the item missed. All now read 670200210032=4-1=dockA, 6702002103E1=4-2=dockB. Plus 'no restic repo is planned' dated to 2026-07-31 and pointed at what latitude actually runs	/home/me/machines/.claude/memory/project.md	This bullet had A and B
0631997a	applied	2026-09-11	project.md: deduped the 2026-08-29 restic scheduling pair against the copy at ~L756; kept only the unique rename-strands-a-timer consequence with a pointer to the survivor	/home/me/machines/.claude/memory/project.md	see the `schedule --all` bullet
05d9c0ce	applied	2026-09-11	project.md: the bullet told readers to KEEP ConditionPathIsMountPoint on any removable-destination unit; it was removed from both mirror units as the defect (0d4444e) — a skipped unit is Result=success and reported success for 90 minutes with the dock gone. Both halves now recorded	/home/me/machines/.claude/memory/project.md	saved this run and was REMOVED anyway
031261e5	applied	2026-09-11	project.md: 'declaring an unimplemented role is safe' replaced with the PLANNED_ROLES exit-1 guard (provision.sh:103-117) and the real executor list; the wrong tailnet table replaced. TWO sites, not the one the item named — L465 carried a second stale list (latitude .2, server .3, no g15), fixed as well	/home/me/machines/.claude/memory/project.md	Never infer a tailnet address from
e547ec7a	applied	2026-09-11	project.md: compressed the Kingston/Thunderbolt run (kept the DMI-slot-table lesson and the standing no-offsite-photo-copy decision, dropped the dmidecode-on-NixOS recipe and the deleted work branch) and the [HISTORY] passphrase block	/home/me/machines/.claude/memory/project.md	A DMI slot table omits the occupied socket
1e2ea8d5	applied	2026-09-11	project.md: pre-commit hooks marked CLOSED (git-hooks.nix, the nix develop box and just fmt/check/shell all verified gone); VPS reproducibility re-scoped to base + ssh-server, dropping mesh-hub/mesh-member and the now-implemented backup-client	/home/me/machines/.claude/memory/project.md	Pre-commit git hooks: CLOSED, cannot recur
fdaea448	applied	2026-09-11	project.md 3439-3539: two sections -> one general-form section, -6039 B; mechanisms survive in AGENTS.md Key patterns	/home/me/machines/.claude/memory/project.md	как выглядит этот гейт, когда он не сработал
a88a78f4	applied	2026-09-11	project.md 3152-3233: RustDesk section 6008->3584 B (-2424); restored /dev/uinput, headless unit name, id_ed25519.pub path, gdm3 custom.conf check	/home/me/machines/.claude/memory/project.md	precisely because the service is root
1fcf9087	applied	2026-09-11	project.md 2518-2569: g15 phase-1 section 3939->1187 B; kept the Ventoy return obligation and the 6.19 kernel floor, tier_docker no longer 'undecided'	/home/me/machines/.claude/memory/project.md	Two things outlive the phase
b10ab39d	applied	2026-09-11	project.md 3325-3408: dropped the false 'Condition всё ещё стоит' bullet and the AGENTS.md-duplicate add/remove bullet, 9075->6020 B	/home/me/machines/.claude/memory/project.md	Мерить топологию (`udevadm info
219aad1c	applied	2026-09-11	project.md 2320-2362: 2804->634 B, kept only the pwsh.exe-first PATH fact; rest lives in AGENTS.md Tests	/home/me/machines/.claude/memory/project.md	put `pwsh.exe` FIRST in any shell-out candidate list
4f3a0a16	applied	2026-09-11	project.md 2363-2392: 1915->1079 B, kept the three PS traps with no second source	/home/me/machines/.claude/memory/project.md	Do not port the padded-substring match
1335a42c	applied	2026-09-11	project.md 2432-2481: 3592->1583 B; cut stops at 2481, the qBittorrent subsection survives	/home/me/machines/.claude/memory/project.md	A cache key that never varies is a cache that never misses
79129a06	applied	2026-09-11	project.md 2686-2694 deleted (612 B): both claims contradicted at :2714 and :2733	/home/me/machines/.claude/memory/project.md	backup/g15/` exists, `backup-client` is in g15
06b4c635	applied	2026-09-11	project.md 2725-2733: 718->462 B, third copy of the PGDATA-leg story collapsed to the settled decision	/home/me/machines/.claude/memory/project.md	PGDATA is excluded, and since 2026-09-10 permanently
0a184245	applied	2026-09-11	project.md 3046-3085: 2887->1638 B, tier_lid_ignore behaviour left to AGENTS.md, kept what was measured on the boxes	/home/me/machines/.claude/memory/project.md	Drop-ins merge in filename order, so read back the merged config
514c862d	applied	2026-09-11	project.md 2066-2095: dead g15-wsl route table -> two rules that still hold, 2093->1272 B	/home/me/machines/.claude/memory/project.md	A relayed pair cannot be fixed with a faster radio
514fbd58	applied	2026-09-11	project.md 2236-2282: Orca headless section scoped to a destroyed distro -> what survives, 3231->2317 B	/home/me/machines/.claude/memory/project.md	Orca headless serve: what survives from g15-wsl
754828b4	applied	2026-09-11	project.md 2617-2632 (body under the ### header): 1094->735 B; the WSL-shim class is now empty on g15	/home/me/machines/.claude/memory/project.md	A host-local WSL shim can outlive the distro and shadow a system binary
56099df2	applied	2026-09-11	project.md 2692-2698: kept the snapshot measurement, dropped the settled free-space arithmetic, 516->292 B	/home/me/machines/.claude/memory/project.md	82.012 GiB stored
f48622f0	applied	2026-09-11	project.md 2920-2929: void standing order removed, system_identifier method kept, 1027->825 B; corrected its cross-reference from ниже to выше	/home/me/machines/.claude/memory/project.md	СНЯТ 2026-09-10
d4622cef	applied	2026-09-11	project.md 3154-3197: narrative compressed to four rules, 4175->3619 B	/home/me/machines/.claude/memory/project.md	## Оба restic-репозитория на 8 ТБ
dca1d781	applied	2026-09-11	project.md 3349-3401: session narrative and the AGENTS.md-duplicate sysctl.d rule dropped, 5681->4185 B	/home/me/machines/.claude/memory/project.md	## 280 строк защиты от зависания
